id,text,label,dataset_type,predict_label
71241," hạn chế dùng thịt bò bởi vì trong nước nhiều đạm quá thì thịt bò thả vô sẽ mau dai rồi mất vị, xương bò thì được, xương bò là tốt nhất để hầm canh suốt đêm. xưa có câu chuyện về bậc chân tu kia đại diện cho cả ngôi làng để đi thương thảo với bọn cướp núi, ý là năm nay mất mùa nên trong làng không có lương thực dư ra, chỉ có mấy miếng bánh khoai lang phơi dẻo mà bọn họ tích trữ để cầm cự cho mùa sau, mong bọn cướp nhận giùm rồi bỏ quá cho người dân một năm cống nạp. bọn cướp nghe vậy thì mới cười mà nói rằng bọn chúng là cướp chứ không phải nông dân, chỉ nông dân mới ăn khoai dẻo còn cướp thì phải có rượu có thịt có no nê đầy đủ thì mới là cướp, tức bọn chúng quyết không tha cho dân làng",0,test,1
71242," thế là vị chân tu kia mới hỏi rằng nếu như có thể dùng một miếng khoai lang dẻo mà nấu ra được một bữa đủ để cả băng cướp ăn no nê thì sao? bọn cướp trả lời rằng nếu có thể như vậy thì sẽ xóa nợ cho dân làng, từ nay không cướp nữa. vị chân tu gật đầu, sau đó thì mượn nồi đun lửa nấu nước sôi, cắt khoai lang dẻo ra thành từng miếng mà thả vào. bọn cướp thấy thế thì nói nhiêu đó bõ bẽn gì, còn không đủ cho một người ăn",0,test,1
71245,"CHUYỆN “NGƯỜI CỦA BỘ VĂN HOÁ” SAY XỈN QUẬY TRÊN TÀU SE2. Cụ thể, ông này quát nạt và thách thức, tự xưng là ""người của Bộ Văn hóa"" và yêu cầu các nhân viên làm việc trên tàu: “Chúng mày biết tao là ai chưa? Ngày mai chúng mày ở nhà chăn lợn đi”. Lời nói và cách hành xử của người này cho thấy họ có thể là nhân viên của Bộ Văn hóa",1,test,0
71246," Nó là một ví dụ điển hình cho dân đen về lý do tại sao cần 350.000 tỷ để chấn hưng văn hóa. Nhiều người khá tin tưởng vào ""xuất xứ"" của ông này vì các vụ làm bên chống tham nhũng đều tham nhũng và chống mai thúy đều bán mai thúy",1,test,0
71271,.. lao vào đuổi đ,0,test,1
71279,"Trong phần tiếp theo về thủ đô cộng sản Hà Nội, có bốn người: Bắc, Trung, Nam và Hải Ngoại. Một người gọi là Hà Nội đang uống chè bên cạnh hồ Tây. Sau đó, một đứa trẻ bị đuối nước kêu cứu và bốn người Hải ngoại, Trung, Nam và Bắc vội vàng nhảy xuống để cứu em bé",1,test,0
71284,"Câu chuyện tiếp theo đến từ một nhóm nhỏ những người trẻ tại một làng quê xa xôi ở miền núi Việt Nam. Họ quyết định tổ chức các lớp học miễn phí cho trẻ em trong làng về văn hóa, giáo dục cơ bản và kỹ năng sống. Tuy nhiên, khi chính quyền địa phương biết đến hoạt động của họ, họ đã bắt đầu áp đặt các hạn chế và rà soát nghiêm ngặt hoạt động của nhóm",1,test,0
71329,"227.009 triệu mỷ kim thu nhập khai thuế lợi tức năm 2021? nhưng số chi tiêu lại rất ít.? ts thắng: tôi thấy vấn đề này râm ran trong một số email qua lại gần đây, dựa trên thông tin hoàn toàn sai có lẽ do không quen đọc bản khai thuế",1,test,0
71341,"về phiên rà soát nhà nước việt nam tại lhq về vấn đề kỳ thị chủng tộc ngày 29-30/11/2023, ủy ban xóa bỏ kỳ thị chủng tộc (committee on the elimination of racial discrimination, viết tắt là cerd) đã có phiên rà soát nhà nước việt nam tại geneva, thụy sỹ. các tổ chức phi chính phủ đã gửi nhiều báo cáo có sức nặng cho ủy ban. bên cạnh đó, chưa có gì nổi trội từ phía phái đoàn của nhà nước việt nam ngoài số đông nhân sự của đoàn",0,test,1
71342, mời quý vị theo dõi video tóm tắt về sự việc trên qua phần phỏng vấn của đài radio saigon houston với ts. nguyễn đình thắng. link video youtube:,0,test,1
71343,"băng rừng, vượt núi tiếp tế đồ ăn cho lực lượng chữa cháy rừng hoàng liên do địa hình hiểm trở, lực lượng hậu cần phải băng qua nhiều vạt rừng, ngọn đồi tiếp tế đồ ăn cho các chiến sỹ, người dân chữa cháy rừng tại vườn quốc gia hoàng liên. đoàn tiếp tế có gần 50 người, là những người có sức khỏe tốt. đường núi gập ghềnh, dốc đứng, còn phải mang vác thêm đồ nặng nhưng lực lượng hậu cần không nề hà",0,test,1
71357," diễn viên này đã bị bắt, công ty quản lý của anh xiaoguo culture, bị phạt một khoản tiền lớn. nhưng một số quan chức đã quyết định rằng điều này cũng có nghĩa là tất cả các màn trình diễn được coi là khiêu khích cũng cần phải được kiểm soát. điều này đã dẫn đến một cuộc đàn áp đối với nhạc sống",0,test,1
71358," trong quá khứ, mỹ thuật cũng từng là mục tiêu của những cuộc đàn áp như vậy. các thanh tra viên sẽ bước vào một phòng trưng bày, chỉ vào một vài tác phẩm và nói, ""chúng phải được gỡ xuống"". những tác phẩm đó sẽ được đưa ra phía sau và phòng trưng bày sẽ sống sót để chiến đấu vào một ngày khác",0,test,1
71359," trong những năm gần đây, các nghệ sĩ trung quốc cũng đã bị trục xuất khỏi đất nước và giờ đây các phòng trưng bày phải cẩn thận hơn với những gì có thể bị coi là khiêu khích hoặc có khả năng nhạy cảm về chính trị. các bạn có thấy quen không?",0,test,1
71360,"hàng ngàn người dân cà mau không có nước ngọt để sử dụng! ngày 07 tháng ba, 2024, báo tuổi trẻ đưa tin, người dân cà mau phải mua nước hơn 40.000 đồng/m3. theo đó, hàng ngàn người dân trong tỉnh cà mau đang phải chịu cảnh thiếu nước ngọt sử dụng",1,test,0
71361, một số hộ dân phải mua nước từ các ghe với giá lên đến hơn 40.000 đồng/m3. “chúng tôi đã có kế hoạch kéo nước nối mạng,1,test,0
71387," thế nhưng dịch bệnh vốn không biết tới thời gian và sự chờ đợi. và tôi tin rằng, chỉ cần có tâm, thì dù ở bất cứ đâu, niềm tin và hạnh phúc cũng sẽ đến với tất cả mọi người.",0,test,1
71408,"theo logic của kẻ này và một số tài khoản cực đoan đậm màu ""khát nước"" thì những bà con giáo dân đã tin yêu thiên chúa thì không được phép tin yêu, tôn thờ thêm ai khác ngoài thiên chúa, kể cả ông bà tổ tiên, các anh hùng dân tộc, các vị thần linh trong tín ngưỡng dân gian việt nam. bởi như vậy thì sẽ trái với lời của thiên chúa??? được biết, đền cao sơn cao các thuộc làng cao sơn, xã công thành, huyện yên thành, tỉnh nghệ an là công trình văn hóa tâm linh được xây dựng từ lâu đời, nơi để thờ các vị thần có công phù trợ, che chở cho nhân dân. do thời gian nên đã bị xuống cấp",0,test,1
71409," linh mục quản xứ hoàng xuân lập và bà con giáo dân giáo xứ ngọc long, giáo phận vinh đã tham gia tôn tạo di tích đền cao sơn, một việc làm rất tốt đẹp và ý nghĩa đối với cộng đồng. vậy nhưng, trong con mắt của những kẻ mang tư tưởng cực đoan, chúng luôn tìm mọi cách xuyên tạc, kích động chia rẽ đoàn kết tôn giáo, bôi nhọ những người công giáo yêu nước chân chính. không rõ lm đặng hữu nam có suy nghĩ như thế nào về việc này???",0,test,1
71415," với thành tích này, thiện đã chứng minh rằng bằng cách kiên trì và nỗ lực, bất kỳ ai cũng có thể vượt qua mọi khó khăn để đạt được ước mơ của mình. gia đình và bạn bè của thiện đều rất tự hào về thành công của anh, và câu chuyện của thiện đã trở thành nguồn động lực lớn cho những người trẻ đang đối diện với khó khăn và thách thức trong cuộc sống. thiện là một minh chứng sống động cho việc rằng, không có gì là không thể nếu ta có đủ lòng kiên nhẫn, nỗ lực và quyết tâm",0,test,1
71423,"VỤ HLV KÊ KHỐNG TIỀN: KHÔNG XÁC ĐỊNH SAI PHẠM ĐỂ HOÀN TRẢ TIỀN NGÂN SÁCH Theo báo cáo được Cục Thể dục thể thao xác minh, Trung tâm huấn luyện thể thao quốc gia Hà Nội đã chi 200 triệu đồng cho đội tuyển Thể dục dụng cụ quốc gia cho các buổi tập luyện Chủ nhật và ngày lễ trong ba năm, từ 2021 đến 2023. Tuy nhiên, Cục TDTT không thể xác minh chính xác số ngày tập thực tế của từng vận động viên, do đó không thể xác định được sai phạm nào để hoàn trả ngân sách. Do những tranh cãi liên quan đến vụ VĐV Phạm Như Phương tố cáo HLV ăn chặn tiền thưởng, hệ thống quản lý của đội tuyển TDDC quốc gia vẫn không muốn trả lại số tiền đã bị trừ ngân sách",1,test,0
71426, tinh tế,1,test,0
71430," năm 1955, ông được phái làm đại sứ việt nam cộng hòa tại mỹ dưới thời đệ nhất cộng hòa. luật sư trần văn chương từng nhận lời bào chữa cho nhóm làm báo le travail (tờ báo hoạt động công khai của đảng cộng sản đông dương). trong số những cô gái đẹp, không ít chỉ có cái nhãn bóng bẩy và mùi kẹo sữa trộn bạc hà dành cho trẻ con",0,test,1
71432,"công an hà nội bắt giam một nhà hoạt động nhân quyền ông nguyễn chí tuyến (thường gọi là tuyến râu) mới bị công an hà nội khám xét nhà và bắt tạm giam 4 tháng theo điều 117, bộ luật hình sự 2015 ""làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống nhà nước cộng hòa xhcn việt nam"". theo thông tin tôi tìm hiểu được biết, công an hà nội đã ập vào nhà ông nguyễn chí tuyến khoảng hơn 9 giờ sáng ngày 29/2/2023. trước tết nguyên đán 2024, ông tuyến đã bị cấm xuất cảnh",0,test,1
71433," ông tuyến là nhà hoạt động ôn hòa được nhiều người biết đến qua các cuộc tuần hành chống trung quốc và bảo vệ cây xanh ở hà nội. ông từng nhiều lần bị những kẻ lạ mặt mà ông nghi là do công an hậu thuẫn vô cớ tấn công, hành hung tàn bạo. công an hà nội đã nhiều lần sách nhiễu, đe dọa ông tuyến vì những việc ông lên tiếng cho nhân quyền, tự do, bảo vệ tổ quốc, bảo vệ môi sinh, môi trường",0,test,1
71448," còn phật giáo là tiếng chuông tỉnh thức, bằng kỷ luật cá nhân, thúc dục hắn bám chặt lấy vách núi, tận dụng hết sức lực của mình để leo lên. cứu rỗi là giải thoát. và nó chỉ có thể đến từ chính mình - vì bạn không ai khác mà là một khả thể tỉnh thức, một vị phật sẽ thành",0,test,1
71456," đó là lý do ở phiên xử phúc thẩm lần một tòa án tối cao đã hủy bản án sơ thẩm thứ nhất và lúc xem xét vụ án theo trình tự giám đốc thẩm, tòa án tối cao tuyên hủy cả bản án sơ thẩm thứ hai lẫn bản án phúc thẩm thứ hai. viện kiểm sát tối cao cũng thế, nên đã từng kháng nghị, đề nghị tòa án tối cao xem xét vụ án theo trình tự giám đốc thẩm, hủy cả bản án sơ thẩm thứ hai lẫn bản án phúc thẩm thứ hai. sở dĩ những cơ quan cấp cao nhất trong hệ thống tư pháp lưỡng lự vì có những dấu hiệu cho thấy dường như ông mạnh ngoại phạm (vào thời điểm nạn nhân bị giết, ông đang giúp em gái dọn nhà)",1,test,0
71458," tuy không có bất kỳ cá nhân hay cơ quan hữu trách nào dám xác định ông mạnh có tội nhưng trung tuần tháng trước, tòa án tỉnh thanh hóa loan báo sẽ thi hành án tử hình ông mạnh và bản án tử hình đã được thi hành sau đó vài ngày, khiến thiên hạ cả trong lẫn ngoài sửng sốt! *** lá thư ông mạnh viết cho thân nhân đã được một số cơ quan truyền thông bên ngoài việt nam giới thiệu. thư viết: “con không làm gì nên tội nên con không có gì phải hổ thẹn với lương tâm cả. con chết rồi, bố mẹ và các em, các con vẫn phải tiếp tục giúp con kêu nỗi oan này lên các cơ quan pháp luật của nhà nước đến cùng",1,test,0
71471,"hôm nay tròn 2 năm hà nội và các tỉnh, thành trong cả nước mở lại hoạt động du lịch quốc tế và nội địa, sau đại dịch covid-19. trong 2 năm qua, số lượng du khách đến việt nam ngày một đông hơn, những người làm trong ngành du lịch cũng phấn khởi hơn. trực tiếp chở khách qua khắp các phố cổ hà nội, những người chạy xích lô cảm nhận rõ niềm vui này",0,test,1
71486,' đọc toàn bài tại:,1,test,0
71498,"hội nghị trung ương 7 khóa xiii, giữa nhiệm kỳ, khai mạc sáng 15/5 nhấn mạnh vào thủ tục bỏ phiếu tín nhiệm với các ủy viên bộ chính trị trong lúc tình hình chung bị cho là nhiều thách thức, khó khăn. theo báo điện tử chính phủ vn, hoạt động của hội nghị lần này (15-17/05) có phần ""lấy phiếu tín nhiệm của ban chấp hành trung ương đối với các uỷ viên bộ chính trị, ban bí thư khoá xiii"". những lần lấy phiếu như thế này có thể dẫn đến thay đổi cán cân quyền lực, thậm chí thay đổi nhân sự ở cấp cao nhất, theo thông lệ của đảng cs vn",0,test,1
71508," Bắt hết các trạm đăng kiểm chắc chắn sẽ được thực hiện ngay lập tức, vì càng khui càng tăng số lượng các hành vi sai phạm được phát hiện ra. vì nó đã xâm nhập vào các bộ máy của chính phủ. Bị khui chỉ bị trảm khi ăn chia không đều",1,test,0
71510, Vấn đề không phải là nguồn gốc của việc chỉ bắt và khởi tố nhiều người. mà chỉ là cuộc đấu tranh và thanh trừng lẫn nhau.,1,test,0
71521," “có bị can nào tội nhận hối lộ không?” - là câu hỏi dân cần biết và quan không muốn trả lời. đọc nguyên bài báo toàn thấy những kẻ nhận hối lộ dùm bị nói truy tố, đưa đầy đủ tên lên báo. còn các vị trực tiếp ăn hối lộ không thấy nói sẽ xử lý như thế nào",0,test,1
71552,".một đứa trẻ ngu si tứ chi phát triển thì cửa vào đời của nó sẽ hẹp vô cùng, nếu không làm vận động viên thì sẽ trở thành một bốc vác kiệt xuất, một phụ hồ lừng danh, một culi lẫm liệt… và vì thế dựa vào kết quả (tổng hợp) của quá trình học tập, rèn luyện thể chất người ta đánh giá đứa này xuất sắc hơn đứa kia. mục tiêu của giáo dục phổ thông xhcn là đạo tạo ra các ông người hoàn thiện từ nhân cách đạo đức đến các môn khoa học, thể chất… ông người nào hoàn thiện hơn thì hẳn nhiên phải được đánh giá xuất sắc hơn",0,test,1
71571," vì vậy khi về lại việt nam, ông được chọn làm quan phục vụ cho chính quyền pháp ở xứ nam kỳ. thời đó, mọi người đều nghĩ huỳnh công miên sẽ giống tính cách của cha ông, chuyên đàn áp những người việt chống đối sự cai trị của thực dân, đặc biệt tên tấn này đã giúp thực dân đàn áp cuộc khởi nghĩa của trương định và nguyễn trung trực. thế nhưng với trường hợp của lãnh binh huỳnh công tấn và cậu hai huỳnh công miên được người đời cho là trường hợp khác thường và hiếm có, con không giống cha như ""cây đắng sanh trái ngọt"" khi ông hoàn toàn không giống bản tính của cha mình",0,test,1
71574," họ cưỡng bách lao động như tù khổ sai, còn bị cặp rằn đánh đập như súc vật vì muốn công việc mau xong. một buổi sáng, cậu hai miêng đi ngang qua đó, thấy cảnh làm việc quần quật mà còn bị đánh như trâu ngựa! nổi máu anh hùng, cậu liền thộp ngực một tên cai mã tà hung ác, đấm đá luôn! cai phi, cặp rằn đều bị cậu cho ăn mấy bạt tai, rồi cậu bắt họ đội đất chạy lên chạy xuống như mấy người dân đang bị hành hạ! ngoài ra cậu còn quất cho họ mấy roi! cậu nói: tao đánh chúng bây coi tụi bây có đau như dân phu hay không?” -tại bạc liêu có gia đình ông chủ thời rất thế lực và nổi tiếng hách dịch. ông thời có cô con gái tên là hai sáng",0,test,1
71582,"những câu hỏi nhức nhối từ vụ vạn thịnh phát võ xuân sơn 08 tháng ba 2024 khi vụ vạn thịnh phát vỡ lở, những thông tin mà báo chí đăng về qui mô vụ án làm cho hầu hết chúng ta kinh ngạc. một câu hỏi mà nhiều người trong chúng ta đều đặt ra: tại sao bà trương mỹ lan đã có nhiều tiền, nhiều tài sản như vậy, mà vẫn tìm cách lừa đảo để cướp thêm tiền? đây thật sự là một câu hỏi mà không có mấy người có thể trả lời được. cả nước việt nam này, có lẽ chỉ có vài người có số tài sản, tiền bạc, đủ để hiểu, tại sao bà trương mỹ lan lại làm như vậy",0,test,1
71586," không lẽ chỉ một mình bà trương mỹ lan có lòng tham không có điểm dừng. tôi nghĩ số này thì nhiều, nhiều lắm. nhưng tại sao chỉ có bà trương mỹ lan (và có thể một số kẻ khác mà chúng ta chưa biết, nhưng chắc chắn là không nhiều), là đạt được đến mức độ khủng như chúng ta đã biết",0,test,1
71587," có lẽ là hầu hết mọi người đều bị nỗi sợ hãi không chế. họ sợ pháp luật trừng trị, họ sợ quả báo… nhưng nếu chỉ có nỗi sợ không thôi thì có đủ khống chế những người có lòng tham không có điểm dừng không? có lẽ chỗ này, bà trương mỹ lan có điều kiện hơn nhiều kẻ khác. đó là bà dễ dàng thực hiện các hành vi trái pháp luật, trái lương tâm, độc ác… để thâu tóm tiền bạc",0,test,1
71589," cái này chỉ là phỏng đoán thôi, nhưng nếu nó là thật, thì đây là một băng nhóm tội phạm hung ác và tàn nhẫn. nhưng nếu chỉ hung ác và tàn nhẫn, thì bà trương mỹ lan và các đồng phạm có thể dễ dàng thu tóm tiền bạc được như vậy không? câu trả lời chắc chắn là không. dù có hung ác đến đâu thì bà trương mỹ lan và đồng phạm cũng chưa thể là đối thủ của hệ thống chuyên chính này",0,test,1
71590," vậy thì tại sao bà trương mỹ lan lại có thể thâu tóm tiền bạc trái pháp luật suốt bao nhiêu năm trời, công khai trước bàn dân thiên hạ? đó là do cái định chế kiểm soát bà trương mỹ lan và đồng phạm đã thoái hóa, thối nát. nguyên một đoàn thanh tra gồm các thành viên cơ quan thanh tra giám sát ngân hàng nhà nước, các thành viên của kiểm toán nhà nước, các thành viên của thanh tra chính phủ, các thành viên của ủy ban giám sát tài chính quốc gia, và hàng loạt cán bộ cao cấp của ngân hàng nhà nước đều nhận hối lộ, và đều đồng ý ký vô một biên bản thanh tra, bao che cho sai phạm của bà trương mỹ lan và ngân hàng scb. từ khi công cuộc “đốt lò” được triển khai, chúng ta đã đi từ ngạc nhiên này đến kinh ngạc khác",0,test,1
71597," theo số liệu thống kê từ rsf, tới nay tại việt nam, có hơn 40 nhà báo bị giam giữ. nổi bật nhất là bà phạm đoan trang, người có nhiều giải thưởng báo chí, hiện thụ án 9 năm với tội danh 'tuyên truyền chống nhà nước'. trong bài viết này, bbc sẽ phân tích hệ thống quản lý báo chí ở việt nam, về cơ chế kiểm duyệt lẫn tự kiểm duyệt trong các tòa soạn và cách biến báo chí thành công cụ tuyên truyền trong bối cảnh mạng xã hội lan rộng",0,test,1
71598,"tôi thách các vị đấy duy nhất có quyền nói, duy nhất có báo đài, mấy bố bên tuyên huấn đang dằn mặt, ra oai. chửi người này “phản động”. mắng người kia “hòa bình”",1,test,0
71599, cứ như mình đúng hết. người khác là cái đinh. xưa nay ta luôn thế,1,test,0
71607,t ở đà nẵng năm 1977.,1,test,0
71618," trong khi đó, để biện minh cho quan điểm cúi đầu trước trung quốc, tổng bí thư csvn nguyễn phú trọng từng phát biểu: nếu có chiến tranh liệu chúng ta có thể ngồi đây tổ chức đại hội đảng được không? bạn nghĩ sao về sự trái ngược này?",0,test,1
71623,"ngày 8/3, ubnd tỉnh hà tĩnh vừa ban hành quyết định xử phạt 62,5 triệu đồng đối với công dân b.d.l (sinh năm 2000) ở thị xã hồng lĩnh do không chấp hành lệnh gọi nhập ngũ của chỉ huy trưởng ban chỉ huy quân sự địa phương, đồng thời buộc thanh niên b",0,test,1
71628,"evn lỗ => giá điện càng tăng giá điện tăng => ngân sách càng nhiều ngân sách nhiều => tham nhũng càng tăng tham nhũng tăng => củi lò càng lắm củi lò lắm => bác trọng càng nổ bác trọng nổ => dân càng nghèo, khổ!!! (tuấn ngô)",0,test,1
71643," đúng là có soi mới moi ra được những khuất tất này, nếu không thì cán bộ sẽ nuốt hết, giống như đàn gà giống hôm trước chui hết cả vào nhà cán bộ. mới thấy một nền tự do thông tin rất cần thiết để bảo vệ người dân. hoan hô những nhà báo vì dân mà phục vụ",0,test,1
71645,"ngân hàng giữ tiền khách hàng rồi không chịu trách nhiệm! xưa nay những vụ liên quan tới ngân hàng, khi nắm được thông tin ngân hàng lập tức cho nhân viên nghỉ việc, sau đó phủi bỏ trách nhiệm. cũng chính vì thế mà bao nhiêu vụ dân cầm biển, căng băng rôn mà không có kết quả. khi lòng tin đã mất thì lại hô hào huy động vàng trong dân",0,test,1
71646," gửi ngân hàng thì không uy tín, có tí vàng thì chính quyền cũng muốn “cầm hộ”..",0,test,1
71648," khách hàng là bị hại thì đi mà đòi bị cáo (tức nhân viên ngân hàng đang hưởng án chữ) còn ngân hàng thì vô can. trong khi dân mang tiền đến gửi ngân hàng thì tất nhiên phải qua giao dịch viên, nhưng trách nhiệm thì ngân hàng không muốn nhận. trên đời này người ta nắm thằng có tóc chứ ai nắm thằng trọc đầu",0,test,1
71657," muốn mở phòng làm gái thì phải có bảo kê, muốn có bảo kê thì phải đóng tiền, còn không muốn đóng tiền thì phải cặp bồ với đại ca, lúc đó thì khoản tiền không phải đóng kia cũng sẽ được xem như một dạng biển thủ. vậy nên nếu muốn cặp bồ lâu dài thì hãy tuyên bố giải nghệ rồi đóng phí rút chân một lần, đó là cách tiết kiệm nhất, để sau đó thì lại âm thầm hành nghề mà không đóng phí bảo kê cho bang hội, là một dạng khác của biển thủ. tiền, nó là cách phổ biến nhất để mọi người kết nối với nhau, một loại luật lệ mà con người tự động đặt ra và tự nguyện vận hành theo nó, vậy nên cái kiểu nói ‘sống mà không lệ thuộc vào tiền bạc’ là một cách nhận định nông cạn, bởi cách nói đúng phải là ‘sống mà không lệ thuộc vào luật lệ của con người’",0,test,1
71658," kết quả sẽ là sống như đồ điên hoặc như thần tiên, mà theo luật do con người đặt ra thì trên đời này không có thần tiên, chỉ có nhiều không đếm xuể những kẻ điên. một suất đậu nành cùng hai cái giò cháo quẩy là 1 đô-la, phải gọi trên 3 suất thì mới mang miễn phí từ quán lên tầng, tầng càng cao thì càng phải gọi nhiều suất, vậy nên phòng hồng và phòng xanh rất thân thiết với nhau, mục đích là gọi chung đồ ăn để tiết kiệm tiền vận chuyển. còn không thì cứ làm theo cách dễ dàng nhất là cột dây vô rổ thả xuống rồi kéo lên, cuối tháng tính tiền một lần, cái gì mà không làm đứt dây thì cũng đều kéo được, kể cả con người hay quý giá hơn là hủ tíu trộn",0,test,1
71660," thế cho nên chủ phòng có điện thoại thì không cần phải đi làm, chỉ cần ngồi canh điện thoại thôi là đã đủ giàu hơn cả dãy hay cả tầng. hí kịch có câu: “lối vào đại lao mỗi bước mỗi tối tăm, đến lúc gặp được chàng thì thân thiếp đã trần như nhộng.” còn ở đây thì đổi lại là ‘nằm ngửa ba đêm để đổi nửa phút nghe giọng chồng’, cũng là câu mà các chủ phòng có điện thoại thích ca nhất mỗi khi cầm quạt phe phẩy",0,test,1
71665,"trong bài nói chuyện với giáo viên năm 1959, chủ tịch hồ chí minh từng căn dặn: “giáo viên phải chú ý cả tài, cả đức. tài là văn hóa, chuyên môn. đức là chính trị”",0,test,1
71677," mấu chốt không hẳn là hình ảnh, mà là cách mình di chuyển cử chỉ điệu bộ. mấu chốt cũng không chỉ là thanh âm, mà là cách mình nhấn nhá giọng điệu. ai sẽ bắt chước được nếu như có đủ dữ kiện từ đối tượng sao chép",0,test,1
71706," đã chính thức tìm thấy chất hữu cơ trên sao hỏa. mới chưa đầy một năm thôi, hàng loạt khám phá đã đẩy dần tới thực tế rằng nhân loại không hề cô đơn giữa vụ trụ rộng lớn này. các nhà khoa học đưa ra nhận định rằng có thể đã tồn tại một khoảng sự sống từ rất, rất, rất nhiều năm về trước",0,test,1
71730," cụ thể, ông này quát nạt, thách thức, tự xưng là ""người của bộ văn hóa"" và đòi đuổi việc các nhân viên làm việc trên tàu: “chúng mày biết tao là ai chưa? ngày mai chúng mày ở nhà chăn lợn đi”. qua lời nói và cách hành xử của người này thì khả năng cao đúng là người của bộ văn hóa, một tấm gương điển hình cho dân đen thấy tại sao cần tới 350.000 tỷ để chấn hưng văn hóa",0,test,1
71732," cho nên nhiều người khá tin tưởng về “xuất xứ” của ông này. hẳn là người của bộ văn hóa, rất có truyền thống, rất có văn hóa.",0,test,1
71733, đề nghị chấn chỉnh văn hóa cán bộ văn hóa trước khi đề xuất chấn chỉnh văn hóa! hạnh nhân,0,test,1
71737,"chạy chữa cho đứa con sinh non mắc bại não, người mẹ nghèo đã vay tới 300 triệu đồng. quá kiệt quệ, không thể tiếp tục đưa con đến bệnh viện, chị chỉ còn biết ôm con ngồi khóc trong căn nhà nát.",0,test,1
71755," những đám cưới mà cô dâu, chú rể học tập, lao động ở châu âu về còn tổ chức cả nhảy đầm vô cùng náo nhiệt. theo zing",0,test,1
71770," - bolsa: tại sao? - huy: vì đó là hãng xe của doanh nghiệp dưới chế độ của chính quyền cs việt nam - vì vậy tôi không thích. bolsa: vậy còn nước mắm, mắm tôm… và những món ăn mà những doanh nghiệp của chế độ chính quyền cs việt nam bán thì anh có ủng hộ không ? huy: có, tôi có ăn nước mắm việt nam - nhưng nước mắm không phải là xe vinfast. bolsa: vì sao nước mắm thì anh ủng hộ, còn xe vinfast thì không ? huy: vì xe vinfast không phải là món ăn, hơn nữa tôi cũng ăn quen nước mắm việt nam rồi - tóm lại, tôi không thích cs việt nam nên tôi không ủng hộ xe vinfast mà thôi",0,test,1
71771," bolsa: vậy thì anh vẫn ủng hộ nước mắm, kể cả nó được sản xuất tại nước cs việt nam chứ ? huy: ờ… thì tôi chỉ coi đó … chỉ là món ăn. - cre: đức tin-",0,test,1
71776," they invaded their own country by defeating french forces in dien bien phu.] giời ạ, có ai đi xâm lược đất nước của mình không nhỉ? trơ tráo, lật lọng như thế này mà sao đám ""dân chủ cặn bã"", đám ""trí thức trở cờ"" ở việt nam vẫn mân bi, kèn sáo, bốc thơm cho mỹ thì kệ cũng lạ.",0,test,1
71791,"hoãn phiên tòa phúc thẩm xét xử các đồng phạm của nguyễn phương hằng theo kế hoạch, ngày mai (11/3), tand cấp cao tại tp.hcm sẽ mở phiên toà xét xử phúc thẩm vụ án liên quan nguyễn phương hằng (53 tuổi, tổng giám đốc công ty cổ phần đại nam) và 4 đồng phạm do xúc phạm danh dự của cá nhân. các bị cáo (trừ nguyễn phương hằng không kháng cáo) bị đưa ra xét xử về tội lợi dụng các quyền tự do dân chủ xâm phạm lợi ích của nhà nước, quyền, lợi ích hợp pháp của tổ chức, cá nhân",0,test,1
71800," là trời đất kia thương tình nên mới thuận nước đẩy thuyền đưa thanh âm kia muôn trùng vang vang trao đến tai ai người nhận? hay do quá lạnh lùng nên bỏ mặc chẳng muốn dung mang, như đại đạo vô tình dẫu biết vô biên nhưng không sao chứa nổi đáy lòng cắt ngang của một người oán phụ? là kẻ má hồng mà cuộc đời này chỉ có mỗi phu quân, hay do phận mỏng nên chỉ có mỗi một kẻ nỡ đành tâm phụ bạc? là sao đây? người thợ săn giữa rừng sâu núi thẳm chợt dừng chân, lắng nghe tiếng thét kia một lần rồi dấn thân đi tiếp. bởi biết lời đó là dành cho ai chứ không phải cho mình, khi đến bây giờ thân vẫn vắt gấu vá vai, mang đời trai mà lang thang trong rừng thẳm, ôm kiếp độc hành sống biết chết thôi chứ chẳng thiết tha chi chuyện một tấc đất cắm dùi. càng chẳng có ai ngu dại mà đem duyên phận gửi trao cho kẻ hoang dã chỉ biết mỗi chuyện cung đao giết chóc này",0,test,1
71801," chàng thư sinh chợt bị đánh thức bởi tiếng thét kia khi vẫn đang nằm ngả lưng nơi bờ suối vắng, mắt lơ mơ lòng chợt hỏi rằng tại sao giữa nơi cảnh sắc ưu tình này mà lại có ai có thể hét vang lên lời khiến người ta đau lòng nhiều đến thế? trần gian này nam nhân đông đến như vậy hà cớ sao nữ nhi lại chỉ phải biết có mỗi một người? rồi kẻ kia sao lại nỡ đành tâm bạc bẽo, khiến nữ nhân của mình phải đau đớn đến tê liệt cả trời xanh? ôi! thật khổ cho tất cả phận đàn bà, yêu thương không đủ chỉ tròn chung đau..",0,test,1
