id,text,label,dataset_type,predict_label
42852," -mấy vụ bắt mai thúy thấy bắt được cái là xích luôn, oan hay không oan điều tra xong rồi tính tiếp. chỉ có vụ này là thấy 4 cô tiếp viên thảnh thơi quá, không biết có gì đằng sau không. -thà nhốt lại, đi 3 hoặc 6 tháng tạm giam điều tra rồi thả tự do thì chẳng ai nói gì, thậm chí không ai nhớ luôn",0,train,1
29658,Con cái thương chẳng hết vậy mà :(Tội cho con quá!!!,0,train,1
7051,"Ở bất cứ nơi nào những người như Lester đều là tài nguyên của quốc gia nên được chăm sóc bảo vệ,nhưng với những nước CS họ bị gọi là thành phần phản động,nguy hiểm cho an ninh quốc gia.",1,train,0
43583,"nguyễn anh tuấn/ rfa: con voi trong phòng của huy đức gần đây, nhà báo huy đức có bài viết: “vinashin và sự phản bội công cuộc cải cách theo hướng thị trường”, cho rằng cựu thủ tướng nguyễn tấn dũng phải chịu trách nhiệm cho những thất bại trong cải cách kinh tế theo hướng thị trường ở việt nam và bởi vậy “việc thành lập ủy ban điều tra độc lập để hạch tội nguyễn tấn dũng và những người liên quan vẫn còn rất cần thiết”. bên cạnh những nhận xét khó kiểm chứng của các cựu lãnh đạo được dẫn trong bài, bài viết đưa ra ba điểm sau làm căn cứ cho cáo buộc đối với ông dũng: (1) ông dũng chủ trương phát triển các tập đoàn nhà nước đa ngành. (“vấn đề của nguyễn tấn dũng là đã chủ trương để vinashin cũng như để 19 tập đoàn, tổng công ty lúc ấy kinh doanh đa ngành”)",1,train,0
30904,"Sinh ra giữa chốn khơi xaNổi danh là kẻ nhà nhà lo âuNgười dân chưa hết u sầuDịch đang tàn phá, trăm dâu đầu tằmVậy mà bão cứ ghé thămNăm nào cũng cứ qua rằm đến giêngDẫu rằng quy luật thiên nhiênCầu mong trăm họ, ba miền bình an.",0,train,1
17329,Mấy ông làm gì cũng làm vừa vừa thôi. Làm quá nó tới nó thu tền thuế ( phí ) con nhỏ đưa đò luôn giờ.,1,train,0
1287,Tú Tý Tởn cười cái qq à bạn :((,1,train,0
6600,Chịch xã giao đêêêêê,1,train,0
7416,Best cà khịa tụi Chinazi hehe,1,train,0
32781,Càng ngày càng quá đáng. Đã sai lại càng sai,1,train,0
31973,Biển báo giao thông phải rõ ràng. Nếu không là rất rối não.,0,train,1
13102,Đẹp trai bản lĩnh tư duy sáng tạo tố chất lãnh đạo là những thứ thầy kh có 😂,0,train,1
30842,"Ko biết năm nay Roland garros bốc thăm ra sao. Ko hiểu sao rất nhiều lần bốc thăm giải này thì Nole luôn vào nhánh đánh sau, rồi vào bán kết đánh sau dẫn tới đánh bán kết 2 ngày, kết quả là chỉ nghỉ có 1 ngày trc khi đánh ck và thua dễ ở ck. Mấy lần như vậy rồi đấy. Mình chưa thấy Nadal fai đánh bán kết kéo dài 2 ngày bao giờ. Ban tổ chức giải này sắp lịch cũng quá buồn cười.",1,train,0
5116,Cún vàng k có viết chữ đẹp đc như vậy đâu bạn ơi,1,train,0
10534,Dương Bé chết rồi trời từ con 17 nó lây loạn xạ,0,train,1
3054,"Cái miệng cua con bong thuôi này chuoi ngta sẽ bị UNG THU hong,lưoi miệng cực kô?",1,train,0
6288,Bên mỹ thiếu bệnh viện thần kinh?,0,train,1
2215,"Ad tên Thắm à , hehe , em lại nhớ tới cái con em học cùng cấp 1 cũng tên là Thắm và em toàn trêu nó là \"" Thắm mồm khắm như nước mắm \"" ad à :D",1,train,0
19363,"thớt chắc dăm bận lại phải post một lần, mệt vỡ L ra cho mà xem, chửi bậy là một nghệ thuật và người chửi bậy thì đến từ mọi tầng lớp, hy vọng sẽ sản sinh được ra cộng đồng chửi bậy hl văn minh^^",0,train,1
1704,Hoàng Xuân Tâm Tùng đi ỉa lúc mấy giờ bạn biết ko sao mà ko biết nó dùng lồn đi cmt dạo,1,train,0
39715," lâu nay ông trọng luôn nhấn mạnh tới công tác chống “suy thoái”, chống tham quyền cố vị, “nhốt quyền lực vào lồng cơ chế”, làm trong sạch đội ngũ lãnh đạo của đcsvn, nêu gương, quy ""trách nhiệm người đứng đầu""..",0,train,1
38451," tần suất đưa tin không hề thuyên giảm cho tới hiện tại để rồi hình thành nên tư duy tây hay ta cũng tham nhũng nên đâu cũng vậy. mặc dù tỉ lệ tham nhũng của mỗi bên cực kỳ khác nhau. tỉ lệ tham nhũng ở việt nam là bao nhiêu, không hề có thống kê rõ ràng, y như những tòa nhà có thể bị cháy như ở khương hạ vậy",1,train,0
17312,ôi đm ^^ nhìn mà thèm coi thủy thủ mặt trăng vc,0,train,1
6210,dm việc gì rồi cũng đến tay tao - Sói said,1,train,0
38391,"hôm nay là ngày thứ hai của hội nghị thượng đỉnh về tự do tôn giáo quốc tế 2024. chúng tôi tiếp tục có các chương trình song song với hội nghị. các hội luận bằng tiếng việt sẽ được livestream tại đây, trang đề án dân quyền việt nam (từ 9g30 tối giờ việt nam)",0,train,1
3699,ở Hàn gọi là chiếc lá còn VN là lá chà bồn.,1,train,0
19677,Cai giong cuoi do hinh nhu la cua mao de thi phai.Con cai ba nay nguoi dai loan co cau (狗改不了吃屎)nghia la cho an c...ko cai duoc cai tinh an c...,0,train,1
27418,"Mất nhân tính, táng tận lương tâm. Những con quỷ đội lốt người đáng bị trừng phạt nghiêm khắc.",1,train,0
19510,Ăn cơm đạm bạc thôi các bạn...?,0,train,1
29874,Sao mà có 30 tháng???? Quá nhẹ cho tội giết 2 mạng người,1,train,0
30073,"Diaz không hiểu sao lại ăn cat xế cao thế nhỉ , cô được mệnh danh thảm họa điện ảnh, đóng phim nào cũng lỗ, đặc biệt là rất dở.",1,train,0
484,Chỉ sợ cu ló ra,1,train,0
16023,Con người trước lúc “đi xa” thường nói thật!,0,train,1
42938,".] tình trạng giam giữ đối với ông bách vẫn không khá hơn cho dù gia đình đã nhiều lần làm đơn gửi ban giám thị trại giam yêu cầu cải thiện điều kiện giam giữ. ông bách cần nước đun sôi để chế biến thực phẩm khô, tuy nhiên căng-tin của trại giam đến nay vẫn từ chối bán hay cung cấp, ngược lại họ yêu cầu ông đổi mì tôm để lấy nước sôi trong khi đồ ăn của thân nhân gửi chỉ có giới hạn",1,train,0
43473,"yêu cầu công khai danh tính nữ tài xế tự xưng “cháu tô lâm” vào tối ngày 6 tháng ba 2024, lúc 23g tối, một phụ nữ lái xe hơi , đã đụng ngã một thanh niên cùng chiếc xe máy dựng bên đường ở phố trần cung (hà nội). không những không xin lỗi, người phụ nữ này còn bước xuống quát tháo, đánh vào đầu nam thanh niên này và tự xưng mình là cháu bộ trưởng công an tô lâm. thấy thái độ không bình thường của người phụ nữ, anh thanh niên và người dân xung quanh đã gọi công an đến để xử lý",0,train,1
4129,Còn anh có công với ghpg đâu rồi.chắc lên cỏi niết bàn rồi thì phải???,1,train,0
2306,Nè ní. M sai m cố chấp jo m xl à. Đào đất ngủ đi r nhận sự tha thứ,1,train,0
42217,"ngay sau khi cuộc kháng chiến chống pháp thắng lợi, cụ hồ đã bắt tay vào việc ""đền bù xứng đáng"" cho nông dân bằng cuộc ccrđ và nửa triệu người ""được đền bù"" bằng cách cho chết để đỡ khổ dai dẳng. sau này cụ còn đền bù cho dân bằng cách phát tem phiếu thay cho lương thực. hồi ấy người ta giải thích rằng có chiến tranh nên mới thế, nhưng cả nước có chiến tranh thì chỉ có nửa nước là miền bắc ""được phát"" tem phiếu, khiến toàn dân đói dài",1,train,0
19706,Vay nằm vay lốn :),0,train,1
38836,"""đạo diễn trần anh hùng là tấm gương sáng và người đồng hành nhẫn nại cùng các nhà làm phim trẻ việt nam, trong đó có tôi,"" đạo diễn marcus mạnh cường vũ từ việt nam bình luận với bbc news tiếng việt. trong phỏng vấn với variety ngày 27/5, đạo diễn trần anh hùng cho biết 'dự án trong mơ' của ông là về đức phật thích ca, ""với di sản tâm linh đã trải dài 25 thế kỷ qua"". ngoài ra đạo diễn 60 tuổi cũng mong muốn làm một bộ phim tại việt nam với toàn bộ dàn diễn viên là nữ, theo variety",1,train,0
31991,Chỉ tiếc cho Johanna Konta nóng vội đánh bóng hỏng nhiều quá !Thang le,1,train,0
2923,"Không ăn thì bạn cũng không có quyền cấm và chửi người khác đâu ạ, thượng đẳng ít thôi",1,train,0
7304,Ủa cái này trend bên VN thời sửu nhi 9x mà ta 🙄,1,train,0
4936,"May là đô khùng, ăn nói tục tiểu ko biết cái loại ca tụng máy là loại ko học thức",1,train,0
101,Nguyễn Nam khựa story,1,train,0
30954,Cứ bảo là ông Biden già mà thấy già thật!,0,train,1
6384,Lam giong bede ws,1,train,0
1943,Mình hiểu uống sao không tan mỡ bụng chị  Ba vàng  Ngọc  cũng  giàu.   Hóa cho  nên đồng. Hùi hụi cho tới tháng  tám,0,train,1
42517," một trong những quy định của liên đoàn bóng thế giới (fifa) là các thông điệp, quan điểm chính trị không được phép thể hiện trong các hành vi bóng đá, vi phạm nó có thể dẫn tới án phạt từ fifa. tuy nhiên, nếu giới chức bóng đá có thời gian để cùng xem lại những quyết định họ đã từng đưa ra xoay quanh vấn đề thể thao – chính trị thì có lẽ xét cho cùng câu nói đó cũng chỉ là một tuyên bố cho vui, cho có và cũng không kém phần lố bịch mà thôi. năm 1999, khi tổ chức hiệp ước bắc đại tây dương (nato) do mỹ đứng đầu đã oanh tạc nam tư cũ, đã có rất nhiều phản ứng của giới bóng đá với cuộc chiến này",0,train,1
12048,Yên nghỉ chứ sao mà lên nghỉ 😂😂😂😂,0,train,1
5955,nghe bảo kp bị gay,0,train,1
17173,bu fame a` lieu hon` khong cho len td luon bay gio hi`hi` 🤓,0,train,1
42581," nước mắt thủ đô không còn rơi trên gò má nữa nó chảy vào những tiếng hét tiếng la tiếng hạnh phúc tội tình, sung sướng đời đểu giả khóc gửi những người đã giết cố giết ông chảy đứng cho ngược lòng..",1,train,0
30714,Chúc Ngài Trump Mau chóng hết bệnh,0,train,1
6084,buồn nôn quá nè anh ơi :)),1,train,0
6952,Mịa mất tiền mua mạng hôm qua thì lag vl hôm nay mượt đc 1 chút thì đọc đc tin này chắc tháng sau t cắt mẹ nó mạng đi,1,train,0
20447,"Dung nen tao khau nghiep cho mih nua,, hay lai cho con chau mih no co dc tieg noi,,,",0,train,1
43902," cũng xung quanh chuyện này, nhiều người cũng đã đặt ra câu hỏi về tính pháp lý của chính cờ vàng và sự xuất hiện của nó ở cấp độ quốc gia và quốc tế? những người vốn kinh qua những năm tháng hãi hùng, đau thương của việt nam cộng hòa (vnch) cũng đặt ra vấn đề liệu có chế tài pháp lý nào để cấm vĩnh viễn sự xuất hiện của nó? về những vấn đề đặt ra, tôi xin được ngắn gọn thế này: thứ nhất, qua tìm hiểu có thể khẳng định hiện trên thế giới chức có bất cứ một chế tài nào cụ thể từ hiến chương liên hợp quốc tới các điều ước cụ thể chi phối việc lá cờ từng là biểu tượng một “thể chế chính trị” thì khi quá vãng, chấm dứt tồn tại có được tồn tại hay không. ở cấp độ quốc tế đó là vấn đề mở. đó cũng là lí do giải thích tại sao dù điều đó không nhận được sự đồng tình của phía việt nam nhưng nhật bản và nhiều quốc gia sở tại nơi cờ vàng từng xuất hiện đều không có bất cứ một chế tài pháp lý nào",0,train,1
39750,"""ông đường văn thái (hay còn gọi là thái văn đường), một người chuyên đưa tin về tham nhũng của quan chức và đấu đá nội bộ trong bộ máy chính quyền từ trung ương tới địa phương, bị mất tích ngày 13/4/2023 ở gần thủ đô bangkok của thái lan, sau khi ông được phỏng vấn để đi định cư ở một nước thứ ba. sau đó vài ngày, truyền thông nhà nước loan tin công an hà tĩnh bắt giữ một người đàn ông cùng tên vì “xâm nhập bất hợp pháp” từ lào trong thời điểm ngoại trưởng hoa kỳ thăm hà nội. giữa tháng 7 cùng năm, cơ quan an ninh điều tra của bộ công an công bố lệnh tạm giam đường văn thái để điều tra về cáo buộc “tuyên truyền chống nhà nước” theo điều 117 của bộ luật hình sự",1,train,0
6292,Toang rồi ông giáo ạ :)),0,train,1
43213," * địt mẹ tòa! hôm qua xử phúc thẩm y án mười ba năm với anh nguyễn văn túc, một tù nhân lương tâm. anh chấp nhận bản án, không van xin, kêu ca. nghe nói chỉ nhếch mép và chửi: “địt mẹ tòa!” một câu chửi vĩ đại, ngay ở chốn công đường",1,train,0
19481,Trừ nói tục ra cách nói chuyện rất dễ thương lắm áo vàng ơi.,0,train,1
12278,Ơ. Ngứa mồm ak ?,0,train,1
28030,KHÔNG ĐỌC BÁO SAO TRỜI,0,train,1
6670,"Cảm thấy ngột ngạt quá thì đưa a vào rừng ở, ở đấy không khí trong lành tha hồ mà a tận hưởng.",1,train,0
30146,"Việc đặt tên ca khúc ngày nay nghe có vẻ khá thực dụng, theo kiểu ""nghĩ sao đặt vậy người ơi"", không còn kiểu đặt tên nghe hoa mỹ hay bay bổng như các nhạc sĩ ngày xưa nữa. VD như: Nghe những tàn phai (Trịnh Công Sơn), Niệm khúc cuối (Ngô Thụy Miên), Trên ngọn tình sầu (Từ Công Phụng)...",1,train,0
28686,"Nên chỉnh sửa pháp luật để bảo vệ trẻ em, tịch thu quyền giám hộ của những kẻ làm cha mẹ như thế này ngay khi có dấu hiệu bạo hành con cái. Ở nước ngoài thì không đợi đến lúc này pháp luật mới can thiệp, có dấu hiệu của bạo hành là cha mẹ đó đã bị cấm tiếp xúc, mất quyền chăm con và cơ quan xã hội sẽ nuôi bé rồi.",0,train,1
36781," “khác với lần kiểm định lần trước, có một số tổ chức từ việt nam đi sang bên đây tham dự buổi upr pre-session,” anh percy nguyễn nói. “có thể thấy là 4 năm vừa qua, xhds ở việt nam bị thu nhỏ cỡ nào.” anh cho rằng các tổ chức xhds ở việt nam “phải được chính quyền cho phép” để được tham dự và cũng có thể họ lo sợ bị “đóng cửa” nếu “nói vấn đề gì phật ý chính quyền việt nam",1,train,0
4031,Đem lại tiếng cười... ???? Toàn post bài hãm lồn mới đáng cười :))))))))),1,train,0
1452,iu nhau ko liếm l...nửa🤣🤣,1,train,0
40585," tuy nhiên, thay dàn trên mà dàn dưới năng lực vẫn thế, cấu kết ì ạch. chưa nói đến địa bàn đồng nai thuộc loại phức tạp đặc thù nhất việt nam do bao năm làm bậy, ăn tàn phá hại, lợi ích nhóm… biết bao lãnh đạo nơi khác tới rồi cũng xin thua. nhiều khi đất nước không phải là không có tiềm lực phát triển, nhưng chính thể chế mới là thứ ngăn cản sự phát triển đất nước! hạnh nhân",1,train,0
38470," ông tiên, ông tính đều viết đơn xin tự nguyện trả lại trâu, bò giống để tổ chức bình xét lại. và rút kinh nghiệm cho những lần sau. thật nhục nhã cho bộ mặt cán bộ, nuốt không trôi nên đành phải nhả ra",0,train,1
2255,Ơ Đ M sao lại có cờ Tàu k h ự a thế kia,1,train,0
2211,hôm nay tiểu sẽ sống chết vs concac abe,1,train,0
43547," Đảng Cộng sản sợ hãi tự do ngôn luận. Bạn có thể thấy điều này bằng mắt thường.""",1,train,0
135,3k và 38 người. Con số đã nói lên tất cả. Tỉ lệ này là 99% Không đồng ý và chỉ có 1% đồng ý. haha Đâu bao giờ dám trưng cầu dân ý.,1,train,0
6077,"Xương máu của đồng chí mà chúng nó còn trục lợi, thì mạng sống dân đen có là gì.",1,train,0
17493,Đá phò nào chứ trừ con phò này nha :)))),0,train,1
18703,ua roi cai nut xac nhan dau,0,train,1
36365,"Ông bố Hà Nội hỏi con mình: ""Thế con yêu ai nhất trên đời?"" trong khi kiểm tra bài vở của con mình vào buổi tối."""" Đứa trẻ thẳng thắn trả lời: ""Con yêu các em, mẹ, bố, ông bà, thầy cô bạn bè nhất ạ. Khi nhìn thấy điều này, ông bố Hà Nội tát đứa con một cái rồi chỉ mặt đứa con và nói rằng, ""Con mất dạy, công tình ông cho mày ăn học mà mày lại trở thành phản động như thế đấy hả?"" Mày có biết rằng đối với những người sống ở Hà Nội, người ta phải yêu Bác và Đảng hơn bất kỳ ai khác hay không? Tuy ông đẻ ra mày nhưng chỉ là đồng chí xã hội chủ nghĩa, tình yêu của gia đình đối với lãnh tụ vĩ đại là bất hủ",1,train,0
15211,Làm cho nhà nước là có quyền thua lỗ và... nhàn. :),0,train,1
42245," vì vậy, khi chọn phương cách này, bạn phải là người chủ động kéo họ vào những ràng buộc pháp lý để buộc họ phải chịu trách nhiệm với hành vi và lời nói của họ. một biên bản làm việc ghi lại chi tiết diễn biến cuộc làm việc là bắt buộc phải có trong trường hợp này. bạn cũng cần nhớ, tuyệt đối không tự cam kết hay hứa hẹn với chính quyền bất cứ điều gì",1,train,0
6649,Bảo xuyên ơi nhìn em rưng rưng nước đái .hahaha,1,train,0
14553,riết thấy xàm dislike page cái kiểu muốn lấy độc trị độc này tao quem quá,0,train,1
5857,Ca nha oi co 1 ba khung bi tam than .kieu no di cau an cuc di......,1,train,0
13285,Huy Minh Nguyễn cha răng nữa nờ,0,train,1
31611,"Hôm qua ai xem ngay vòng 1 sẽ thấy trừ các sân mái che thì các sân đấu khác bên ngoài tổ trọng tài ngồi co ro chịu lạnh nhìn rất tội vì trời gió lớn, ngồi yên một chỗ liên tục ko vận động gì nên lạnh rất khó chịu. Tất cả vđv từ Nam đến Nữ ai cũng phải mặc thêm áo quần giữ nhiệt bên trong cơ thể chống lạnh.",0,train,1
38937,"000 cái cây bị hạ? nhiều người cho rằng vtv cố tình viết sai nhằm làm “giảm sự nghiêm trọng của vụ việc mà vẫn đảm bảo tính khách quan…” tóm lại, khổ nhất vẫn là 42.000 bị hạ…i kia. chẳng lấy lại được đồng nào",1,train,0
41143," nhờ vào các lệnh trừng phạt của phương tây, và thái độ nửa vời đối của trung quốc, nga đang ngày càng phụ thuộc vào trung quốc hơn bao giờ hết đối với nguồn tài chính phục vụ cho chiến trường, cũng như là điểm đến thay thế cho nguồn xuất khẩu năng lượng và cung cấp các vũ khí (có thể là) không gây sát thương."" ""và nếu không có sự hỗ trợ kinh tế và ngoại giao của trung quốc, các nỗ lực chiến tranh của nga sẽ gặp hiểm nguy hơn. những nỗ lực kinh tế và chiến tranh của nga có thể đã bị sụp đổ",0,train,1
9475,Vu Quynh Huong đó là 1 sự cân bằng hoàn hảo vãilone của tạo hóa =)))),0,train,1
38936,000 bị hạ thì 42.000 cái gì bị hạ? 498.000 tỷ đồng bị hạ hay 42,1,train,0
3724,những con sán dây tuyên giáo,1,train,0
1365,Mạng ng rẻ vl nhỉ,1,train,0
36656,"""một số thân nhân của tù nhân lương tâm (tnlt) gần đây bị công an địa phương mời lên đồn công an làm việc về các danh khoản mạng xã hội facebook hoặc về an ninh trật tự tại địa phương, khiến nhiều người đặt câu hỏi về việc có hay không một chiến dịch sách nhiễu mới của bộ công an. theo thông tin đài á châu tự do (rfa) nắm được, có ít nhất sáu người bị công an địa phương mời lên làm việc trong tuần này. đó là bà trịnh thị nhung- vợ của ông bùi văn thuận, bà lê thị hà- vợ của ông đặng đăng phước, bà đỗ thị thu- vợ của ông trịnh bá phương, nguyễn thị tình- vợ của ông nguyễn năng tĩnh, và cô nguyễn thị mai- con gái của bà nguyễn thị tâm",1,train,0
31854, Akon giờ béo ú,1,train,0
1859,"Cẩu quan thì luôn có những sáng kiến dị hợm, mà ko biết chúng có biết chữ để đọc báo ko?",1,train,0
509,Hóng link vào đây là em gái ngon ngọt nc,1,train,0
31998,Mẹ mình 70 nhìn trẻ hơn bà này nhiều,0,train,1
1491,Óc chó kiểu italy😅😆😄😃😂,1,train,0
13185,Chôt đơn chôt đơn. Thay nhieu ng van nói. Ma cô hiêu chỉ noi z thôi. Co anh huong gi bạn đâu. Sao ban nay len tiềng chi ko biet,0,train,1
7359,Ơ tưởng thầy chơi gay 😢,1,train,0
5652,Ăn nhiều rồi lú nó không có phúc đâu đời cha ăn mặn đời con khát nước,1,train,0
41651,"""hằng năm cứ đến gần kề ngày 30/4, một bên tưng bừng mừng chiến thắng, bên kia tưởng nhớ trong xót xa. tiếng súng đã ngưng trong 48 năm qua nhưng cuộc chiến quốc gia - cộng sản xem ra vẫn chưa kết thúc. ""việt nam đã nối liền một dải nhưng lòng người vẫn chưa thống nhất",1,train,0
3157,Ở Bển thì có bệnh nhân 31 ở mình thì có bệnh nhân 17 :) chịu thật sự,0,train,1
28963,tàn nhẫn ko còn chỗ nói,1,train,0
4800,Anh Minh đú ít thôi chậm cặc,1,train,0
38838," lấy bối cảnh tại sài gòn, xích lô (cyclo) đã bị cấm chiếu tại việt nam, với lý do ""phản ánh xã hội đau thương, cảnh bạo lực không phù hợp với hiện thực việt nam"". ""đúng là phim xích lô là một chuyện buồn của ngành điện ảnh việt nam. một bài học điển hình về cách đối xử với tài năng nghệ thuật và các tác phẩm đỉnh cao của bộ máy quản lý nghệ thuật một nước tiểu nông,"" nhà văn thái kế toại viết hồi năm 2010",1,train,0
3012,Anh Độ said: an lon roi cac ban oiiiii,1,train,0
4451,Lan Hoa ăn nói như bộ phận sinh dục vậy bạn êii,1,train,0
26654,Nhiều khi không hiểu nổi khi một nước giầu có mà thiếu cả kinh phí bảo tồn một cái cây...!?,1,train,0
17801,"Xây dựng đất nước ta đàng hoàng hơn, to đẹp hơn Đó là xây dựng đất nước Việt Bắc thôi, còn đất nước Việt Nam thì kệ nó đi 😂😂😂",0,train,1
17412,"MV khá đầu ti! À nhầm,đầu tư! Mà t nghe đi nghe lại 10 lầm đấy m ạ!! Đéo hiểu bài hát là méo gì nữa! Chỉ thấy nhiều gái bỏ mẹ đi dc ấy chứ!? 😊😊😊",0,train,1
28850,"đến chịu các bệnh nhân này, thông tin vậy mà ko nắm",1,train,0
3018,Chưa kịp hiểu sự đời thì muốn tử tử rồi,0,train,1
3261,ở ngoài tao mà gặp kiểu này t bắt lại cho anh Diệt đánh chết con cụ mày,1,train,0
28500,"Mình rất quý trẻ con nhiều khi thấy nó rất ngay thơ hồn nhiên, nhiều lúc cũng rất bực mình với tui nhỏ , nhưng chưa bao giờ dám nặng tay với nó, mà nhiều ngừoi vẫn nhẫn tâm quá",1,train,0
37032,"từ 1/5/2024, bộ công an sẽ đoạt quyền của bộ gtvt để cấp phép cho xe cơ giới và người nước ngoài điều khiển phương tiện tham gia giao trong lãnh thổ vn. sau cú đớp bò dát vàng, giờ có miếng nào ngon ceo tô lâm chén sạch. (luật sư nguyễn văn đài)",0,train,1
37377, vụ cháy chung cư bao nhiêu người nằm xuống còn chẳng thấy thanh tra nào bị sao.. hạnh nhân,1,train,0
9477,Ông già nầy giả ngây giả dại mà nói nhiều câu chí lý hay ra phết. Khôn khéo chửi đổng như thế này thì chẳng mật lòng ai.,1,train,0
3511,Vì tổ quốc xã hội chủ nghĩa.,0,train,1
6603,Tui nghĩ con má đó nếu có hết bệnh thì nó cx phải xứng đáng là nhận án tử hình,1,train,0
43939, không ai trong số họ có bất kỳ dấu hiệu bị th.ương hoặc bất kỳ bằng chứng nào khác về một cái ch.ết bằng bạo lực,0,train,1
1535,Ở Việt nam là ra Cailozcatkhong roii đó,1,train,0
5140,giật đ trượt phát nào đến từ vị trí của Độ Tày,1,train,0
37988," đặc biệt, hai nhóm tín đồ cao đài ở houston và dallas sẽ gặp gỡ các nhân viên của tns john cornyn trong tuần này, trước khi lên đường đến thủ đô hoa kỳ. nội dung của lá thư chung cho biết là toà thánh tây ninh và khoảng 300 thánh thất cao đài ở địa phương hiện nằm trong tay của một tổ chức bị xem là tổ chức tội phạm theo luật liên bang hoa kỳ. tổ chức này, chi phái cao đài do do đảng và nhà nước cộng sản dựng lên năm 1997 và chống lưng, đã vi phạm nhiều tội ác đối với các tín đồ cao đài chơn truyền",1,train,0
6812,Mấy cái người mà kỳ thị lgbt thì quá là lạc hậu. Chết 1000000000000000000000 kiếp cũng chưa hết mù nữa,1,train,0
41666," họ làm tất cả điều này chỉ để duy trì quyền lực của mình, không quan tâm đến sự phát triển và phúc lợi của nhân dân. chế độ này đáng lên án và cần phải được thay thế bằng một chính phủ công bằng và dân chủ!",1,train,0
10051,Tết nhuộm màu gì cho ngầu,0,train,1
7201,Con gia nay chuyen gioi ho nhin ge qua,1,train,0
39720," Vì giá trị đắt đỏ và thời gian chậm tiến độ vô hạn, những đoạn đường dát vàng nghìn tỷ của Việt Nam xứng đáng được đưa vào kỷ lục Guinness. Biết bao nhiêu tiền thuế của dân đã bị lãng phí. Càng nhiều dự án được thực hiện, nhân viên càng phải chi thêm tiền để xây dựng biệt phủ, trong khi người dân vẫn phải sống trong bụi bẩn",1,train,0
7260,"Người ta bận họp kìa trời ơi, phải họp thì mới hết lũ dc",1,train,0
31351,"Cháu tôi đang học lớp một , ngày nào cô cũng nhắn các phụ huynh kèm cháu đọc viết. Chả hiểu bộ biên soạn sách với chương trình dạy kiểu gì, khi mà học cả sáng lẫn chiều rồi mà tối vẫn phải học. lấy đâu thời gian cho các bé vui chơi nữa.",1,train,0
26483,"Các thánh Toy cứ lấy doanh số ra để khè thiên hạ làm chi vậy? Các thánh giả khờ hay khờ thiệt vậy? Đại đa số dân chúng là ít tiền, ít tiền thì chọn Toy cho kinh tế. Khi họ giàu rồi thì họ chắc chắn sẽ chuyển sang hàng hạnh sang (bmw, mer, audi, rr,...). Xe hãng nào cũng có phân khúc khách hàng riêng của họ. Các bạn lo thay họ để làm gì?",1,train,0
37897, và nay thì đúng là đi tù thật. cô ba,1,train,0
12345,Quá nhọ cho đội xóc lọ.,0,train,1
6536,Nguyễn Quang Huy thăng l nào chế cái này @@,1,train,0
28681,"Riết thấy màu mè, sến xẩm, ai cũng có đỉnh cao của cuộc đời, khi mà đã xuống thì có gượng cũng không được vì sắc đẹp và tuổi tác không cho phép.",1,train,0
43846,"” - ừ. vậy các bạn có muốn tôi nói ra ví dụ tương tự nhưng chủ thể lại là chính các bạn – con người hay không? “thưa giáo sư, không ạ.” - vì sao? “vì như thế vô nhân đạo quá ạ, không thể ví con người như thú rồi ấp nở hay chăn dắt giống nhau như thế được",1,train,0
39164,". ông hồ chí minh. thế nhưng báo chí chính thức ở việt nam cho đến nay vẫn tiếp tục ""giấu như mèo giấu c",1,train,0
16516,K phải la em ý cầm ngược mà la cuốn sách in bìa ngược đấy. Xem lại clip ma thấy nghẹn,0,train,1
42611," với thể chế còn độc quyền, độc tài như này thì người dân còn khổ.",0,train,1
6660,Nỗ lực từ cái xe đạp lren đk cái xe ba gác rồi.nói như đầu buồi,1,train,0
19616,Đúng là 1 con quỷ đầu đàn của mu :)),0,train,1
42833," mà tới nước này sao có thể tính ra được, bởi nếu tính kỹ ra thì từ hlv, quản lý..",1,train,0
5625,"Hồi nào tới giờ cứ ngỡ Lưu Vĩnh Phúc là anh hùng tàu giúp dân Nam diệt Pháp, không ngờ hắn là thổ phỉ còn ác hơn cả quân Pháp.",1,train,0
41404,"chủ tịch tập đoàn phúc sơn 'hậu pháo' bị bắt nguyễn văn hậu- chủ tịch hđqt công ty cp tập đoàn phúc sơn và 5 người khác bị xác định có những hành vi giả mạo, khai man, để ngoài sổ sách kế toán doanh thu..",0,train,1
27432,"Xe Trung Quốc bây giờ vượt trội xe Đức/Âu/Hàn về trang bị công nghệ. TQ lại làm chủ chuỗi cung ứng và là thị trường oto lớn của Đức/Âu. Các hãng xe TQ còn là chủ của các hãng xe Đức/Âu.Xe TQ bây giờ hơn xe Đức/Âu/Hàn. Giá trị cốt lõi thì cũng ngang xe Đức/Âu/Hàn ở mức kém, kém xe Mỹ ở mức trung bình và thua xa xe Nhật ở mức cao. Thân!",1,train,0
3043,Dân việt chỉ cần clip xxx và bóng đá vn là đủ.còn mọi việc bán đất bán biển cứ để Đảng và chính phủ lo.,1,train,0
